FIPS Code,County,State,"County, State",Percentile Sociodemographic Domain Score,Percentile Air Domain Score,Percentile Water Domain Score,Percentile Built-Environment Domain Score,Percentile Land Domain Score,Percentile Adults with less than High School Diploma,Percentile Adults with High School Diploma,Percentile Adults completing a College Degree,Percentile Total Labour Force,Percentile Employed,Percentile Unemployed,Percentile Median Monthly Rent (Studio)
13011,Banks County,Georgia,"Banks County, GA",28.79414572,24.68978683,62.99713649,2.227171492,33.40757238,96.59560929,46.56379255,15.22430799,46.64333439,47.15240216,30.14635698,44.9093223
13013,Barrow County,Georgia,"Barrow County, GA",62.58351893,52.21126312,1.527203309,2.863506204,62.36080178,64.22208081,49.66592428,57.76328349,79.22367165,79.35093859,71.63538021,4.056633789
13015,Bartow County,Georgia,"Bartow County, GA",68.24689787,27.83964365,63.82437162,18.58097359,44.54342984,65.54247534,58.51097677,46.72287623,81.86446071,81.95991091,77.88736876,4.056633789
13017,Ben Hill County,Georgia,"Ben Hill County, GA",9.449570474,17.08558702,52.56124722,71.61947184,22.62169901,77.33057588,96.07063315,18.81959911,29.04867961,28.85777919,33.2007636,58.3996182
13019,Berrien County,Georgia,"Berrien County, GA",15.84473433,61.37448298,52.17944639,13.52211263,10.34043907,90.04136176,81.06904232,15.4629335,37.83009863,38.05281578,32.46897868,84.91886732
13021,Bibb County,Georgia,"Bibb County, GA",77.88736876,63.95163856,51.89309577,77.31466752,73.71937639,64.95386573,33.45529749,42.50715877,85.17340121,85.23703468,86.25517022,43.00031817
13023,Bleckley County,Georgia,"Bleckley County, GA",17.46738785,22.33534839,67.2923958,22.58988228,8.749602291,44.95704741,72.16035635,66.36971047,23.79891823,23.98981864,26.82150811,84.91886732
13025,Brantley County,Georgia,"Brantley County, GA",2.481705377,63.0925867,62.58351893,1.431753102,83.45529749,87.83009863,95.3547566,28.14190264,36.20744512,36.55742921,30.55997455,19.37639198
13027,Brooks County,Georgia,"Brooks County, GA",37.76646516,73.91027681,65.22430799,17.2446707,5.599745466,75.97836462,47.75692014,69.26503341,34.1393573,34.52115813,29.25548839,35.5233853
13029,Bryan County,Georgia,"Bryan County, GA",79.66910595,69.39230035,1.240852689,18.00827235,85.55520204,19.10594973,13.66528794,70.6013363,64.55615654,65.06522431,52.79987273,11.48584155
13031,Bulloch County,Georgia,"Bulloch County, GA",75.21476297,53.86573338,1.463569838,44.25707922,19.31275851,54.70887687,22.27171492,56.69742284,77.79191855,77.82373528,76.07381483,34.66433344
13033,Burke County,Georgia,"Burke County, GA",9.290486796,63.72892141,18.07190582,21.06267897,20.52179446,84.96659243,62.29716831,45.37066497,43.31848552,43.17531021,51.51129494,25.66019726
13035,Butts County,Georgia,"Butts County, GA",42.44352529,53.38848234,64.74705695,18.89914095,67.48329621,88.70505886,83.61438116,26.15335667,49.0614063,49.37957366,42.5389755,27.66465161
13037,Calhoun County,Georgia,"Calhoun County, GA",3.627107859,41.67992364,64.68342348,54.152084,8.017817372,96.08654152,65.25612472,19.98090996,9.958638244,10.03818008,10.99268215,78.11008591
13039,Camden County,Georgia,"Camden County, GA",65.31975819,72.89214127,15.97200127,48.04327076,94.49570474,27.68055997,38.45052498,88.84823417,66.97422844,67.45147948,57.49284123,28.20553611
13043,Candler County,Georgia,"Candler County, GA",9.513203945,54.02481705,51.60674515,39.89818645,29.4941139,92.4912504,81.49856825,17.84918867,31.08495068,31.59401845,21.53993,78.11008591
13045,Carroll County,Georgia,"Carroll County, GA",65.9560929,81.22812599,1.431753102,22.71714922,57.0155902,71.30130449,45.62519885,39.34139357,83.23258034,83.26439707,80.20999045,4.056633789
13047,Catoosa County,Georgia,"Catoosa County, GA",67.51511295,23.54438435,51.03404391,9.385937003,68.97868279,49.71364938,41.6003818,67.46738785,75.94654788,76.16926503,64.79478206,22.27171492
13049,Charlton County,Georgia,"Charlton County, GA",3.436207445,19.6627426,51.44766147,5.440661788,96.59560929,88.53006682,86.19153675,13.85618836,25.83518931,26.15335667,18.69233217,58.3996182
13051,Chatham County,Georgia,"Chatham County, GA",89.56411072,67.22876233,1.368119631,70.31498568,93.70028635,40.32771238,9.592745784,54.40661788,92.33216672,92.26853325,91.44129812,11.48584155
13053,Chattahoochee County,Georgia,"Chattahoochee County, GA",72.98759147,14.4766147,65.38339166,10.43588928,95.99109131,8.670060452,33.00986319,84.31434935,8.431434935,8.383709831,10.49952275,31.35539294
13055,Chattooga County,Georgia,"Chattooga County, GA",6.681514477,43.36621063,64.77887369,22.27171492,52.8157811,98.02736239,71.65128858,9.417753738,44.73433026,44.70251352,46.86605154,99.36366529
13057,Cherokee County,Georgia,"Cherokee County, GA",92.87305122,25.7397391,62.71078587,9.735921094,78.30098632,25.03977092,8.526885142,55.26566974,92.0458161,92.14126631,87.05058861,4.056633789
13059,Clarke County,Georgia,"Clarke County, GA",90.48679605,17.97645562,63.50620426,76.01018136,78.23735285,45.51384028,3.818008272,9.465478842,83.83709831,83.93254852,81.46675151,20.96722876
13061,Clay County,Georgia,"Clay County, GA",0.159083678,31.78491887,92.65033408,57.39739103,32.93032135,80.01909004,49.12503977,56.15653834,2.513522113,2.290804963,10.99268215,78.11008591
13063,Clayton County,Georgia,"Clayton County, GA",76.26471524,65.19249125,90.00954502,28.12599427,81.3235762,72.04899777,46.00699968,59.51320395,92.07763283,91.95036589,94.11390391,4.056633789
13065,Clinch County,Georgia,"Clinch County, GA",8.145084314,13.07667833,95.2593064,54.27935094,88.22780783,98.1228126,60.61088132,13.07667833,15.09704104,15.4152084,10.80178174,78.11008591
13067,Cobb County,Georgia,"Cobb County, GA",97.51829462,79.09640471,51.384028,43.17531021,91.1549475,20.64906141,2.831689469,15.31975819,97.58192809,97.6773783,95.76837416,4.056633789
13069,Coffee County,Georgia,"Coffee County, GA",22.49443207,7.89055043,1.177219217,37.51193128,6.554247534,96.80241807,68.15144766,12.47216036,62.77441934,63.0925867,60.69042316,58.3996182
13071,Colquitt County,Georgia,"Colquitt County, GA",30.16226535,66.65606109,1.749920458,21.69901368,0.604517976,96.91377665,71.39675469,5.42475342,67.80146357,68.15144766,58.79732739,67.65828826
13073,Columbia County,Georgia,"Columbia County, GA",88.57779192,55.10658606,50.20680878,12.69487751,86.82787146,17.75373847,9.974546612,58.16099268,86.60515431,86.82787146,80.06681514,25.66019726
13075,Cook County,Georgia,"Cook County, GA",8.46325167,24.46706968,1.399936367,53.2612154,4.040725422,87.16194718,43.01622654,58.59051861,40.18453707,40.40725422,32.10308622,74.81705377
13077,Coweta County,Georgia,"Coweta County, GA",84.40979955,58.32007636,51.32039453,9.576837416,73.21030862,37.68692332,17.49920458,41.23448934,86.54152084,86.73242125,83.13713013,4.056633789
13079,Crawford County,Georgia,"Crawford County, GA",35.79382755,27.076042,91.79128221,3.40439071,43.36621063,79.51002227,83.13713013,51.24085269,28.82596246,29.01686287,24.03754375,43.00031817
13081,Crisp County,Georgia,"Crisp County, GA",26.72605791,54.78841871,1.59083678,69.45593382,5.122494432,80.68724149,77.53738466,36.20744512,46.45243398,45.3070315,63.5857461,45.68883233
13083,Dade County,Georgia,"Dade County, GA",48.77505568,51.384028,52.97486478,24.14890232,60.48361438,84.40979955,63.69710468,34.95068406,39.29366847,39.93000318,24.68978683,22.27171492
13085,Dawson County,Georgia,"Dawson County, GA",74.86477887,29.23958002,66.08335985,22.65351575,69.45593382,53.54756602,14.76296532,30.24180719,53.22939866,53.77028317,38.64142539,4.056633789
13087,Decatur County,Georgia,"Decatur County, GA",26.98059179,58.4473433,93.66846962,52.59306395,3.913458479,80.17817372,63.02895323,59.16321985,49.57047407,49.85682469,43.60483614,68.42188991
13089,DeKalb County,Georgia,"DeKalb County, GA",95.29112313,59.14731149,51.9249125,69.64683423,94.84568883,38.75278396,4.661151766,8.860960865,97.42284442,97.45466115,96.72287623,4.056633789
13091,Dodge County,Georgia,"Dodge County, GA",16.54470251,7.413299395,69.67865097,28.73051225,39.32548521,68.24689787,83.37575565,34.87114222,34.93477569,35.0302259,33.63028953,84.91886732
13093,Dooly County,Georgia,"Dooly County, GA",15.55838371,61.02449889,19.47184219,16.83105313,7.413299395,88.00509068,86.31880369,14.19026408,25.61247216,24.91250398,39.24594337,58.3996182
13095,Dougherty County,Georgia,"Dougherty County, GA",61.08813236,63.60165447,66.4015272,84.79160038,25.54883869,74.03754375,24.84887051,64.85841553,77.60101814,77.18740057,82.37352848,30.13044862
13097,Douglas County,Georgia,"Douglas County, GA",81.92809418,30.76678333,64.55615654,12.31307668,73.91027681,57.62010818,27.48965956,40.18453707,86.15972001,86.15972001,85.74610245,4.056633789
13099,Early County,Georgia,"Early County, GA",7.126948775,18.70824053,92.9366847,85.10976774,4.48615972,86.49379574,72.04899777,33.18485523,22.65351575,22.39898186,25.35793828,74.61024499
13101,Echols County,Georgia,"Echols County, GA",0.763601654,63.34712059,67.76964683,1.336302895,74.41934458,95.00477251,97.231944,4.231625835,8.304167992,8.46325167,6.236080178,35.5233853
13103,Effingham County,Georgia,"Effingham County, GA",68.37416481,80.97359211,66.43334394,3.277123767,58.57461024,45.91154948,68.99459115,26.15335667,75.85109768,76.07381483,66.43334394,11.48584155
13105,Elbert County,Georgia,"Elbert County, GA",17.91282214,45.24339803,64.17435571,60.64269806,49.47502386,92.01399936,82.51670379,15.87655107,38.43461661,38.3391664,41.20267261,68.42188991
13107,Emanuel County,Georgia,"Emanuel County, GA",15.81291759,44.63888005,16.95832008,59.14731149,27.39420935,90.91632199,89.08685969,11.89945912,41.74355711,41.6481069,47.08876869,99.52274897
13109,Evans County,Georgia,"Evans County, GA",34.45752466,69.80591791,65.00159084,66.05154311,30.25771556,94.82978046,73.51256761,4.311167674,26.91695832,27.28285078,21.42857143,62.24944321
13111,Fannin County,Georgia,"Fannin County, GA",35.73019408,72.09672288,63.56983773,66.21062679,81.16449252,55.94972956,49.36366529,54.99522749,50.46134267,50.9385937,37.14603882,29.12822144
13113,Fayette County,Georgia,"Fayette County, GA",94.97295577,58.03372574,16.48106904,52.8157811,79.70092269,3.468024181,5.297486478,25.45338848,83.58256443,83.83709831,77.09195037,4.056633789
13115,Floyd County,Georgia,"Floyd County, GA",60.99268215,19.34457525,64.65160675,42.50715877,53.57938276,76.94877506,45.48202354,33.88482342,79.76455616,79.82818963,76.51924913,34.66433344
13117,Forsyth County,Georgia,"Forsyth County, GA",97.61374483,20.1081769,64.20617245,16.70378619,84.21889914,14.25389755,1.240852689,6.87241489,91.40948139,91.6003818,85.55520204,4.056633789
13119,Franklin County,Georgia,"Franklin County, GA",34.01209036,25.6442889,63.91982183,45.33884823,44.8615972,84.18708241,59.92682151,30.54406618,46.59560929,46.86605154,40.20044543,84.91886732
13121,Fulton County,Georgia,"Fulton County, GA",98.69551384,38.65733376,64.33343939,81.83264397,82.88259625,16.67196946,2.09990455,3.165765192,98.69551384,98.72733058,98.31371301,4.056633789
13123,Gilmer County,Georgia,"Gilmer County, GA",34.96659243,4.422526249,63.79255488,47.1842189,59.52911231,74.14890232,56.69742284,24.68978683,51.76582883,52.14762965,40.42316258,48.05917913
13125,Glascock County,Georgia,"Glascock County, GA",2.89532294,56.28380528,67.70601336,1.08176901,72.86032453,95.67292396,68.53324849,28.31689469,4.931594018,5.027044225,3.786191537,58.3996182
13127,Glynn County,Georgia,"Glynn County, GA",76.5828826,75.34202991,67.64237989,85.49156857,90.55042953,51.97263761,16.29016863,57.42920776,78.23735285,78.33280305,75.15112949,19.37639198
13129,Gordon County,Georgia,"Gordon County, GA",45.27521476,28.85777919,64.11072224,17.53102132,23.44893414,93.71619472,52.2748966,24.06936048,73.21030862,73.62392619,65.38339166,54.50206809
13131,Grady County,Georgia,"Grady County, GA",20.93541203,9.099586382,69.71046771,29.87591473,18.45370665,85.22112631,72.22398982,24.8011454,48.83868915,49.28412345,38.06872415,61.89945912
13133,Greene County,Georgia,"Greene County, GA",28.31689469,66.33789373,1.559020045,62.45625199,63.21985364,61.89945912,32.48488705,14.58797327,35.88927776,36.33471206,31.14858416,55.98154629
13135,Gwinnett County,Georgia,"Gwinnett County, GA",94.24117086,60.19726376,16.73560293,23.4171174,84.44161629,56.25198855,7.031498568,27.88736876,98.34552975,98.47279669,96.43652561,4.056633789
13137,Habersham County,Georgia,"Habersham County, GA",48.45688832,10.65860643,9.608654152,46.67515113,77.28285078,88.60960865,50.3977092,11.53356666,62.48806872,62.71078587,56.60197264,89.03913458
13139,Hall County,Georgia,"Hall County, GA",75.37384664,53.99300032,1.018135539,18.13553929,65.60610881,91.02768056,20.18771874,22.54215717,89.94591155,90.13681196,84.28253261,13.31530385
13141,Hancock County,Georgia,"Hancock County, GA",1.559020045,36.65287941,17.02195355,30.19408209,86.28698696,98.6636971,67.75373847,7.222398982,11.7085587,11.58129176,19.31275851,46.00699968
13143,Haralson County,Georgia,"Haralson County, GA",34.23480751,66.46516067,66.05154311,27.10785873,55.67928731,82.03945275,62.50397709,31.89627744,52.59306395,53.00668151,46.2456252,33.58256443
13145,Harris County,Georgia,"Harris County, GA",81.54629335,35.98472797,66.65606109,5.727012409,83.96436526,12.32898505,13.42666242,79.22367165,60.00636335,60.48361438,48.95004773,31.35539294
13147,Hart County,Georgia,"Hart County, GA",30.70314986,41.71174038,65.82882596,32.51670379,30.03499841,80.59179128,57.23830735,42.14126631,50.36589246,50.30225899,46.94559338,51.14540248
13149,Heard County,Georgia,"Heard County, GA",4.581609927,38.88005091,67.83328031,3.818008272,75.50111359,83.39166402,85.93700286,47.99554566,27.29875915,27.63283487,23.87846007,4.056633789
13151,Henry County,Georgia,"Henry County, GA",83.16894687,48.83868915,51.16131085,8.304167992,81.80082724,27.68055997,35.23703468,60.21317213,90.93223035,90.96404709,90.00954502,4.056633789
13153,Houston County,Georgia,"Houston County, GA",79.82818963,20.17181037,20.26726058,21.34902959,44.92523067,20.82405345,16.05154311,76.21699014,85.65065224,85.93700286,83.16894687,16.59242762
13155,Irwin County,Georgia,"Irwin County, GA",2.831689469,30.63951639,94.59115495,27.96691059,5.79064588,85.55520204,63.34712059,24.62615336,17.92873051,17.91282214,19.31275851,78.11008591
13157,Jackson County,Georgia,"Jackson County, GA",67.80146357,69.1695832,11.51765829,6.87241489,34.07572383,69.93318486,39.21412663,40.72542157,79.38275533,79.73273942,67.46738785,43.95482024
13159,Jasper County,Georgia,"Jasper County, GA",42.37989182,42.85714286,67.00604518,3.849825008,76.07381483,71.14222081,86.79605472,30.44861597,35.25294305,35.88927776,26.43970729,4.056633789
13161,Jeff Davis County,Georgia,"Jeff Davis County, GA",18.51734012,53.03849825,69.58320076,39.13458479,18.42188991,92.61851734,65.68565065,44.22526249,31.65765192,31.7212854,28.03054407,78.11008591
13163,Jefferson County,Georgia,"Jefferson County, GA",12.79032771,79.25548839,93.60483614,67.57874642,24.307986,92.39580019,79.98727331,24.68978683,34.77569201,34.75978365,36.65287941,84.91886732
13165,Jenkins County,Georgia,"Jenkins County, GA",8.17690105,60.70633153,18.13553929,41.01177219,37.67101495,93.28666879,97.26376074,15.66974228,16.29016863,16.43334394,18.24689787,78.11008591
13167,Johnson County,Georgia,"Johnson County, GA",2.768055997,75.94654788,93.15940185,7.476932867,40.02545339,97.32739421,98.44097996,1.049952275,21.34902959,21.73083042,17.86509704,58.3996182
13169,Jones County,Georgia,"Jones County, GA",60.73814827,73.21030862,91.0594973,6.999681833,70.6013363,28.26916958,72.44670697,59.08367801,54.40661788,54.6929685,43.89118676,43.00031817
13171,Lamar County,Georgia,"Lamar County, GA",25.00795418,39.96181992,66.71969456,22.84441616,34.74387528,60.57906459,78.76232899,65.59020045,40.2163538,40.24817054,38.06872415,46.7387846
13173,Lanier County,Georgia,"Lanier County, GA",19.5672924,41.42538976,69.6150175,7.795100223,46.51606745,71.88991409,68.05599745,25.692014,19.69455934,19.86955138,17.86509704,35.5233853
13175,Laurens County,Georgia,"Laurens County, GA",42.82532612,64.49252307,64.87432389,72.95577474,50.46134267,65.25612472,83.693923,26.55106586,64.39707286,64.5243398,63.17212854,75.75564747
13177,Lee County,Georgia,"Lee County, GA",70.25135221,52.24307986,65.4152084,9.449570474,12.40852689,24.32389437,24.91250398,81.3235762,56.98377346,57.36557429,47.6773783,30.13044862
13179,Liberty County,Georgia,"Liberty County, GA",68.53324849,54.97931912,22.46261534,15.0174992,92.96850143,26.90104995,26.24880687,98.69551384,71.55583837,71.58765511,68.15144766,11.97900095
13181,Lincoln County,Georgia,"Lincoln County, GA",2.290804963,51.67037862,62.96531976,26.50334076,82.72351257,73.25803373,90.99586382,21.92173083,17.84918867,17.97645562,17.49920458,55.32930321
13183,Long County,Georgia,"Long County, GA",32.51670379,60.00636335,22.30353166,0.159083678,83.77346484,66.8469615,82.67578746,43.76391982,40.7095132,41.48902323,29.58956411,41.37766465
13185,Lowndes County,Georgia,"Lowndes County, GA",71.87400573,73.11485842,6.299713649,64.81069042,38.14826599,53.81800827,42.22080815,37.90964047,81.95991091,82.08717786,80.3372574,35.5233853
13187,Lumpkin County,Georgia,"Lumpkin County, GA",73.40120904,45.87973274,62.51988546,16.7992364,80.20999045,67.00604518,20.69678651,18.45370665,60.96086542,61.50174992,48.52052179,27.36239262
13189,McDuffie County,Georgia,"McDuffie County, GA",39.48456888,68.11963093,63.72892141,48.0750875,69.58320076,73.95800191,80.30544066,34.0439071,41.17085587,40.94813872,46.2456252,25.66019726
13191,McIntosh County,Georgia,"McIntosh County, GA",28.0623608,43.20712695,15.71746739,14.44479796,88.99140948,64.31753102,72.57397391,45.21158129,31.75310213,32.00763602,26.21699014,19.37639198
13193,Macon County,Georgia,"Macon County, GA",10.02227171,67.54692969,67.57874642,12.47216036,25.38975501,97.99554566,41.1072224,40.59815463,24.27616927,23.92618517,33.50302259,74.03754375
13195,Madison County,Georgia,"Madison County, GA",31.53038498,63.82437162,65.98790964,4.931594018,49.63410754,78.49188673,58.28825962,30.19408209,54.27935094,54.59751829,43.60483614,20.96722876
13197,Marion County,Georgia,"Marion County, GA",3.786191537,52.87941457,68.02418072,4.167992364,42.25262488,89.230035,66.7992364,35.49156857,16.48106904,16.60833598,14.4766147,31.35539294
13199,Meriwether County,Georgia,"Meriwether County, GA",20.1081769,54.47025135,63.0925867,26.43970729,74.86477887,84.56888323,79.52593064,45.05249761,42.60260897,42.30034998,47.80464524,30.40089087
13201,Miller County,Georgia,"Miller County, GA",14.44479796,53.92936685,67.48329621,56.98377346,6.395163856,69.77410118,25.10340439,88.94368438,13.4902959,13.74482978,10.18135539,44.47979637
13205,Mitchell County,Georgia,"Mitchell County, GA",30.09863188,68.43779828,69.32866688,28.98504613,0.572701241,89.230035,74.22844416,36.78014636,40.08908686,39.7709195,43.60483614,49.02958956
13207,Monroe County,Georgia,"Monroe County, GA",66.49697741,59.05186128,64.49252307,18.48552339,83.42348075,62.28125994,48.18644607,18.02418072,53.32484887,53.67483296,43.04804327,51.51129494
13209,Montgomery County,Georgia,"Montgomery County, GA",29.52593064,46.1979001,92.90486796,3.913458479,51.95672924,78.34871142,70.47406936,33.00986319,19.72637607,19.82182628,18.99459115,58.3996182
13211,Morgan County,Georgia,"Morgan County, GA",70.09226853,74.92841234,15.39930003,72.06490614,41.1072224,50.8908686,63.5857461,27.45784283,44.55933821,45.3547566,34.91886732,27.90327712
13213,Murray County,Georgia,"Murray County, GA",12.53579383,50.17499205,64.46070633,1.559020045,77.91918549,98.05917913,49.5545657,24.46706968,57.52465797,57.68374165,56.72923958,67.40375437
13215,Muscogee County,Georgia,"Muscogee County, GA",68.97868279,29.14412981,64.36525612,65.60610881,82.02354438,54.94750239,15.08113268,72.76487432,86.63697105,86.47788737,88.13235762,31.35539294
13217,Newton County,Georgia,"Newton County, GA",72.70124085,5.154311168,16.13108495,6.840598155,72.25580655,60.99268215,40.85268851,70.68087814,82.43716195,82.53261215,82.08717786,4.056633789
13219,Oconee County,Georgia,"Oconee County, GA",91.37766465,21.06267897,67.22876233,59.72001273,38.62551702,5.440661788,3.69074133,11.35857461,65.22430799,65.76519249,45.847916,20.96722876
13221,Oglethorpe County,Georgia,"Oglethorpe County, GA",22.65351575,54.59751829,64.26980592,0.763601654,72.57397391,77.6169265,70.155902,15.66974228,35.0302259,35.84155266,23.57620108,20.96722876
13223,Paulding County,Georgia,"Paulding County, GA",79.4463888,66.81514477,94.78205536,0.986318804,87.65510659,37.36875597,31.22812599,82.7553293,88.3868915,88.57779192,83.99618199,4.056633789
13225,Peach County,Georgia,"Peach County, GA",46.61151766,17.49920458,69.04231626,40.15272033,6.649697741,74.03754375,36.79605472,47.05695196,51.16131085,51.09767738,52.40216354,61.05631562
13227,Pickens County,Georgia,"Pickens County, GA",65.98790964,46.61151766,64.04708877,27.42602609,67.76964683,58.60642698,45.16385619,54.12026726,57.65192491,58.38370983,45.19567292,4.056633789
13229,Pierce County,Georgia,"Pierce County, GA",20.39452752,50.84314349,64.90614063,22.52624881,22.14444798,75.54883869,89.69137766,24.8011454,41.48902323,41.998091,31.03722558,60.10181355
13231,Pike County,Georgia,"Pike County, GA",46.86605154,76.20108177,69.26503341,2.577155584,44.19344575,60.89723194,68.99459115,41.48902323,42.82532612,43.49347757,29.08049634,4.056633789
13233,Polk County,Georgia,"Polk County, GA",23.19440025,50.3977092,66.56061088,19.72637607,65.54247534,87.24148902,73.65574292,35.60292714,62.36080178,62.5517022,56.25198855,65.12885778
13235,Pulaski County,Georgia,"Pulaski County, GA",10.75405663,28.28507795,93.35030226,14.50843143,17.97645562,90.39134585,57.23830735,47.75692014,20.77632835,21.12631244,17.81737194,58.3996182
13237,Putnam County,Georgia,"Putnam County, GA",51.41584473,61.24721604,17.14922049,34.17117404,64.26980592,58.01781737,64.28571429,23.98981864,41.61629017,41.83900732,38.2914413,28.0623608
13239,Quitman County,Georgia,"Quitman County, GA",1.463569838,53.51574928,69.23321667,57.17467388,81.13267579,98.5682469,45.2593064,17.690105,2.004454343,1.972637607,4.645243398,74.81705377
13241,Rabun County,Georgia,"Rabun County, GA",48.93413936,70.88768692,63.12440344,82.05536112,84.9825008,71.47629653,24.91250398,23.65574292,37.32103086,37.76646516,27.33057588,48.31371301
13243,Randolph County,Georgia,"Randolph County, GA",2.672605791,66.14699332,92.80941775,58.47916004,28.03054407,97.35921094,43.4775692,33.18485523,11.04040725,10.99268215,15.06522431,78.5555202
13245,Richmond County,Georgia,"Richmond County, GA",66.46516067,71.61947184,50.55679287,70.66496977,76.16926503,67.96054725,39.07095132,51.12949411,87.81419026,87.62328985,89.2777601,25.66019726
13247,Rockdale County,Georgia,"Rockdale County, GA",78.93732103,10.24498886,16.92650334,46.89786828,84.91886732,46.7865097,28.17371938,57.63601654,79.8918231,79.98727331,80.14635698,4.056633789
13249,Schley County,Georgia,"Schley County, GA",10.18135539,16.83105313,94.71842189,4.804327076,46.2933503,67.61056316,51.54311168,93.70028635,9.48138721,9.513203945,9.545020681,84.33025772
13251,Screven County,Georgia,"Screven County, GA",6.013363029,63.21985364,20.1081769,42.60260897,28.88959593,79.19185492,76.71014954,33.72573974,26.56697423,26.32834871,32.78714604,81.48265988
13253,Seminole County,Georgia,"Seminole County, GA",2.322621699,69.55138403,67.7378301,69.10594973,1.559020045,74.61024499,67.14922049,52.60897232,15.3674833,15.52656697,13.87209672,53.7543748
13255,Spalding County,Georgia,"Spalding County, GA",46.83423481,63.44257079,62.83805282,56.22017181,63.02895323,80.06681514,82.11899459,8.240534521,73.33757556,73.40120904,73.84664333,4.056633789
13257,Stephens County,Georgia,"Stephens County, GA",24.91250398,27.26694241,64.01527203,44.73433026,53.8020999,84.12344893,77.02831689,8.367801464,47.64556157,47.74101177,46.7865097,62.71078587
13259,Stewart County,Georgia,"Stewart County, GA",15.74928412,36.11199491,65.63792555,27.90327712,69.23321667,97.83646198,58.51097677,6.87241489,11.93127585,12.05854279,11.93127585,84.91886732
13261,Sumter County,Georgia,"Sumter County, GA",35.60292714,57.97009227,65.89245943,64.77887369,11.19949093,74.97613745,56.42698059,32.94622972,51.70219535,51.52720331,58.3996182,54.13617563
13263,Talbot County,Georgia,"Talbot County, GA",4.836143812,46.07063315,61.02449889,1.495386573,83.67801464,81.13267579,90.83678015,18.45370665,13.39484569,13.34712059,15.51065861,31.14858416
